1406855,-772078.799,-6509.25,7627.836,7454.99,7772.921,61.438,305.13,-0.503,1.86,-0.427,1.588,91607.843,-39129.397,144939.855,2000.412,2018.412,18,99.227,NaN,NaN,NaN,NaN,NaN,NaN
1419942,-927804.005,-35168.378,7478.565,7065.415,7818.874,17.483,89.772,-0.108,0.129,-0.091,0.112,2820092.222,-257794.65,311878.364,2000.412,2018.412,18,100.134,48.45,NaN,0.08,0,99.92,2.893
1423897,-1157128.322,106023.793,7420.397,7242.735,7591.688,39.189,327.204,0.105,0.325,0.089,0.277,102050.982,9092.816,28229.446,2000.412,2018.412,18,100.538,NaN,NaN,NaN,NaN,NaN,NaN
1406632,-741147.333,5078.327,7288.956,7241.805,7373.557,28.106,108.499,0.525,1.395,0.447,1.187,35790.4,15982.868,42481.855,2000.412,2018.412,18,90.527,NaN,NaN,NaN,NaN,NaN,NaN
1406796,-752458.804,18037.549,7267.858,6973.042,7860.202,44.275,213.5,-0.497,0.423,-0.423,0.363,367839.385,-155424.06,133659.6,2000.412,2018.412,18,94.443,NaN,NaN,NaN,NaN,NaN,NaN
1419948,-929689.476,-36435.036,7258.986,6486.815,7774.665,37.788,271.31,0.038,0.076,0.033,0.066,2285100.77,74775.98,148442.668,2000.412,2018.412,18,99.772,32.354,NaN,0,0,100,2.392
1423883,-1157892.344,106248.274,7171.025,6825.433,7414.367,41.201,66.187,-0.135,0.255,-0.115,0.219,378528.129,-43583.082,82078.107,2000.412,2018.412,18,101.049,NaN,NaN,NaN,NaN,NaN,NaN
1423692,-1129006.228,134182.451,7105.704,6985.604,7254.601,24.68,161.94,0.534,0.482,0.454,0.412,188354.25,85528.881,77928.897,2000.412,2018.412,18,96.998,NaN,NaN,NaN,NaN,NaN,NaN
1423698,-1129188.378,135015.806,7104.842,6794.574,7308.247,26.136,102.508,0.226,0.262,0.192,0.224,1023950.855,197029.083,229216.052,2000.412,2018.412,18,100.024,NaN,NaN,NaN,NaN,NaN,NaN
1423882,-1159138.1,106859.311,7099.711,6807.675,7324.04,46.682,201.431,-0.11,0.195,-0.093,0.166,153827.604,-14372.14,25549.341,2000.412,2018.412,18,100.047,NaN,NaN,NaN,NaN,NaN,NaN
1423697,-1129963.64,134401.966,7084.067,6644.198,7280.679,30.894,190.595,0.383,0.203,0.326,0.175,794138.938,258658.882,140554.825,2000.412,2018.412,18,100.184,NaN,NaN,NaN,NaN,NaN,NaN
1423691,-1128552.592,134372.99,7006.022,6799.386,7143.475,29.435,36.92,0.411,0.986,0.35,0.839,327528.42,114526.476,274945.111,2000.412,2018.412,18,99.472,NaN,NaN,NaN,NaN,NaN,NaN
1423837,-1159424,107750.886,6979.598,6611.319,7277.417,46.329,84.564,-0.233,0.431,-0.198,0.368,220098.034,-43553.931,80774.665,2000.412,2018.412,18,99.774,NaN,NaN,NaN,NaN,NaN,NaN
1422516,-1151690.343,117860.291,6962.506,5472.236,7283.621,37.51,217.646,0.121,0.081,0.103,0.07,897825.739,92420.179,62734.117,2000.412,2018.412,18,99.24,NaN,NaN,NaN,NaN,NaN,NaN
1406490,-747085.636,23007.837,6948.447,6729.953,7098.391,61.094,262.461,-0.398,0.286,-0.338,0.244,30429.814,-10288.946,7491.391,2000.412,2018.412,18,97.602,NaN,NaN,NaN,NaN,NaN,NaN
1408166,-658939.264,-79885.048,6918.98,6772.783,6965.41,40.684,224.5,0.652,0.281,0.555,0.243,25562.974,14177.809,6353.519,2000.412,2018.412,18,95.059,NaN,NaN,NaN,NaN,NaN,NaN
1423696,-1129013.705,136046.236,6902.54,6568.218,7153.106,37.206,313.123,0.203,0.572,0.173,0.487,772194.958,133291.609,375862.739,2000.412,2018.412,18,99.768,NaN,NaN,NaN,NaN,NaN,NaN
1423838,-1159982.454,108121.426,6899.662,6785.401,6999.186,36.108,274.406,-0.249,0.477,-0.212,0.405,54978.593,-11650.477,22315.385,2000.412,2018.412,18,98.22,NaN,NaN,NaN,NaN,NaN,NaN
1423693,-1130378.889,134130.479,6896.225,6699.753,7097.434,44.647,313.571,0.18,0.473,0.153,0.403,170202.502,26091.672,68505.138,2000.412,2018.412,18,99.411,NaN,NaN,NaN,NaN,NaN,NaN
1422518,-1149819.525,119134.702,6895.832,6275.721,7340.174,31.533,137.911,0.374,0.108,0.317,0.104,4245507.682,1347877.634,421570.697,2000.412,2018.412,18,100.101,35.369,0.01,0.176,0,99.824,2.379
1422517,-1151823.054,118725.543,6860.978,6344.078,7265.433,39.135,217.489,0.022,0.148,0.019,0.129,1112335.885,20741.725,139896.248,2000.412,2018.412,18,99.925,NaN,NaN,NaN,NaN,NaN,NaN
1407757,-681119.563,-47022.638,6835.384,6492.063,6993.29,57.264,305.914,1.091,0.833,0.927,0.714,120774.378,112016.835,86630.734,2000.412,2018.412,18,99.856,NaN,NaN,NaN,NaN,NaN,NaN
1423898,-1155596.634,105134.201,6740.178,6300.896,7368.638,47.283,127.179,0.129,0.562,0.11,0.478,348379.831,38243.883,166340.343,2000.412,2018.412,18,99.719,NaN,NaN,NaN,NaN,NaN,NaN
1408165,-659482.467,-79446.359,6736.11,6706.369,6858.32,22.551,175.896,0.33,0.321,0.281,0.273,36173.238,10154.877,9941.106,2000.412,2018.412,18,97.033,NaN,NaN,NaN,NaN,NaN,NaN
1423891,-1158422.509,104749.912,6720.259,6265.363,6977.552,45.31,244.69,0.154,0.226,0.131,0.193,225940.031,29518.345,43573.534,2000.412,2018.412,18,100.381,NaN,NaN,NaN,NaN,NaN,NaN
1423690,-1127998.226,133747.246,6705.719,6356.693,7051.185,47.453,98.991,0.087,0.868,0.074,0.739,320268.463,23808.741,236220.923,2000.412,2018.412,18,98.636,NaN,NaN,NaN,NaN,NaN,NaN
1423763,-1139607.535,137394.772,6674.811,6095.993,7070.844,45.789,150.041,0.317,0.575,0.269,0.494,609680.395,164191.174,298574.14,2000.412,2018.412,18,99.642,NaN,NaN,NaN,NaN,NaN,NaN
1424278,-1153024.695,118941.428,6642.298,6180.354,6961.056,46.852,328.363,0.004,0.361,0.003,0.307,554904.667,1868.422,170356.905,2000.412,2018.412,18,99.422,NaN,NaN,NaN,NaN,NaN,NaN
1423699,-1127772.171,136785.691,6622.798,5912.026,6934.603,44.383,142.266,0.227,0.615,0.193,0.525,246986.915,47733.098,129146.511,2000.412,2018.412,18,101.301,NaN,NaN,NaN,NaN,NaN,NaN
1424231,-1100820.006,157610.432,6615.726,6228.099,6801.996,46.546,159.609,0.89,0.574,0.757,0.491,270111.376,204414.93,134049.21,2000.412,2018.412,18,99.626,NaN,NaN,NaN,NaN,NaN,NaN
1423644,-1117340.041,147491.978,6613.731,6100.305,6976.494,41.817,159.98,-0.209,0.483,-0.177,0.412,591890.081,-104992.636,243369.995,2000.412,2018.412,18,100.052,NaN,NaN,NaN,NaN,NaN,NaN
1409681,-659606.797,-71599.55,6605.654,6128.564,6790.859,46.15,39.22,0.153,0.5,0.13,0.426,218294.358,28476.569,92868.797,2000.412,2018.412,18,99.774,NaN,NaN,NaN,NaN,NaN,NaN
1407251,-752117.945,-34763.633,6604.352,6445.224,6652.998,58.369,60.495,2.899,2.457,2.464,2.096,34838.767,85843.784,73500.41,2000.412,2018.412,18,98.167,NaN,NaN,NaN,NaN,NaN,NaN
1419757,-933829.654,-39055.516,6583.09,5889.171,6944.834,50.926,178.267,-0.172,0.441,-0.146,0.376,487453.34,-71339.533,182885.271,2000.412,2018.412,18,100.071,NaN,NaN,NaN,NaN,NaN,NaN
1423683,-1131440.303,138329.487,6573.811,5789.652,6943.892,41.587,185.53,0.398,0.165,0.338,0.147,906059.286,306649.761,132486.604,2000.412,2018.412,18,99.331,NaN,NaN,NaN,NaN,NaN,NaN
1423836,-1160300.134,105508.264,6565.823,6301,6738.1,39.35,131.248,-0.305,0.299,-0.259,0.256,279892.171,-72499.096,71643.604,2000.412,2018.412,18,100.324,NaN,NaN,NaN,NaN,NaN,NaN
1420155,-930822.105,-35375.708,6554.103,5716.95,7092.569,43.92,261.415,0.07,0.264,0.06,0.225,353625.822,21112.135,79405.256,2000.412,2018.412,18,99.003,NaN,NaN,NaN,NaN,NaN,NaN
1406957,-745984.206,1761.578,6549.57,6330.325,6703.693,55.196,230.715,-0.445,0.372,-0.378,0.318,69152.973,-26161.514,22086.391,2000.412,2018.412,18,102.816,NaN,NaN,NaN,NaN,NaN,NaN
1423658,-1130323.616,138220.763,6548.975,6340.78,6749.466,48.025,185.182,0.698,0.239,0.593,0.207,102264.115,60675.779,22044.171,2000.412,2018.412,18,99.448,NaN,NaN,NaN,NaN,NaN,NaN
1407005,-743122.332,-1460.243,6532.849,5986.272,6848.378,53.067,236.777,0.162,0.904,0.138,0.769,319896.033,44119.247,245747.786,2000.412,2018.412,18,100.158,NaN,NaN,NaN,NaN,NaN,NaN
